planet_key,observable,review_priority,selection_reasons,review_classification,review_finding,evidence_reference,reviewer,review_date,second_reviewer,adjudication
kepler-785 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,Source A value 28222.9 vs Source B value 28201.9 (ppm); factorial width 1.0007. dominant contributor(s): planet-radius contribution 0.0007. Planet radius 13.0249 vs 13.0200 R_earth. Host star radius 0.7100 vs 0.7100 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.,"forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3082, source_row_b=863; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
corot-2 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 27795.1 vs Source B value 27586.5 (ppm); factorial width 1.0102. dominant contributor(s): planet-radius contribution 0.0013, star-radius contribution 0.0088. Planet radius 16.4212 vs 16.4320 R_earth. Host star radius 0.9020 vs 0.9060 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=96, source_row_b=4230; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-107 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,Source A value 21373.4 vs Source B value 20740.2 (ppm); factorial width 1.0305. dominant contributor(s): star-radius contribution 0.0301. Planet radius 10.5365 vs 10.5365 R_earth. Host star radius 0.6600 vs 0.6700 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.,"forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3533, source_row_b=835; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-19 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 20341.7 vs Source B value 20846 (ppm); factorial width 1.0330. dominant contributor(s): planet-radius contribution 0.0285, star-radius contribution 0.0040. Planet radius 15.6366 vs 15.8607 R_earth. Host star radius 1.0040 vs 1.0060 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3576, source_row_b=4395; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-447 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 27039.6 vs Source B value 26005.7 (ppm); factorial width 1.0398. dominant contributor(s): planet-radius contribution 0.0005, star-radius contribution 0.0385. Planet radius 18.4948 vs 18.4900 R_earth. Host star radius 1.0300 vs 1.0500 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2635, source_row_b=336; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
ogle-tr-113 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 22183.5 vs Source B value 21010.4 (ppm); factorial width 1.0558. dominant contributor(s): planet-radius contribution 0.0309, star-radius contribution 0.0234. Planet radius 12.4420 vs 12.2510 R_earth. Host star radius 0.7650 vs 0.7740 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3450, source_row_b=6118; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-50 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 18666.3 vs Source B value 20158 (ppm); factorial width 1.0799. dominant contributor(s): planet-radius contribution 0.0486, star-radius contribution 0.0283. Planet radius 12.7558 vs 13.0697 R_earth. Host star radius 0.8550 vs 0.8430 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3612, source_row_b=4242; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
hat-p-32 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 22726.7 vs Source B value 22105.5 (ppm); factorial width 1.0896. dominant contributor(s): planet-radius contribution 0.0568, star-radius contribution 0.0290. Planet radius 22.8327 vs 22.1938 R_earth. Host star radius 1.3870 vs 1.3670 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=281, source_row_b=1029; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-39 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 21216.2 vs Source B value 19548.6 (ppm); factorial width 1.1164. dominant contributor(s): planet-radius contribution 0.0141, star-radius contribution 0.0960. Planet radius 14.2354 vs 14.3363 R_earth. Host star radius 0.8950 vs 0.9390 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3596, source_row_b=1670; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
qatar-1 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 21660.6 vs Source B value 21348.5 (ppm); factorial width 1.1195. dominant contributor(s): planet-radius contribution 0.0637, star-radius contribution 0.0492. Planet radius 13.2266 vs 12.8119 R_earth. Host star radius 0.8230 vs 0.8030 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3477, source_row_b=1849; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wts-2 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 30748.5 vs Source B value 34614.9 (ppm); factorial width 1.1257. dominant contributor(s): planet-radius contribution 0.0946, star-radius contribution 0.0238. Planet radius 14.5717 vs 15.2779 R_earth. Host star radius 0.7610 vs 0.7520 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3676, source_row_b=173; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-110 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 20806.4 vs Source B value 20061.3 (ppm); factorial width 1.1802. dominant contributor(s): planet-radius contribution 0.1011, star-radius contribution 0.0646. Planet radius 13.8767 vs 13.1930 R_earth. Host star radius 0.8810 vs 0.8530 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3537, source_row_b=4326; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-36 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 19081.2 vs Source B value 19123.9 (ppm); factorial width 1.1931. dominant contributor(s): planet-radius contribution 0.0894, star-radius contribution 0.0872. Planet radius 14.2242 vs 14.8743 R_earth. Host star radius 0.9430 vs 0.9850 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3593, source_row_b=1671; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
hat-p-18 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 18381 vs Source B value 18594.8 (ppm); factorial width 1.2047. dominant contributor(s): planet-radius contribution 0.0989, star-radius contribution 0.0873. Planet radius 10.6149 vs 11.1530 R_earth. Host star radius 0.7170 vs 0.7490 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=265, source_row_b=844; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-25 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 18535.3 vs Source B value 20465.5 (ppm); factorial width 1.2080. dominant contributor(s): planet-radius contribution 0.0449, star-radius contribution 0.1440. Planet radius 14.1233 vs 13.8095 R_earth. Host star radius 0.9500 vs 0.8840 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3583, source_row_b=1281; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-98 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 26019.3 vs Source B value 25114.4 (ppm); factorial width 1.2120. dominant contributor(s): planet-radius contribution 0.0784, star-radius contribution 0.1138. Planet radius 12.3299 vs 12.8231 R_earth. Host star radius 0.7000 vs 0.7410 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3665, source_row_b=905; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-10 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 20046.1 vs Source B value 25226.9 (ppm); factorial width 1.2584. dominant contributor(s): planet-radius contribution 0.0000, star-radius contribution 0.2298. Planet radius 12.1057 vs 12.1060 R_earth. Host star radius 0.7830 vs 0.6980 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3525, source_row_b=1028; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
